msb,lsb,program,sound,styles,roles,elements,counts,cc_thresholds,pitchbend,aftertouch,nrpn,rpn
121,27,57,Trombone Expr. 1,1,"[[""ACC3"",2]]","[[""Ending 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,30,25,RealFolk Gtr ST1,1,"[[""ACC1"",2]]","[[""Fill 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,20,18,Jimmy Organ V.,1,"[[""ACC3"",2]]","[[""Variation 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,16,BX3 Jazz V.,1,"[[""ACC3"",2]]","[[""Variation 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,16,Theatre Organ 2,1,"[[""ACC4"",2]]","[[""Intro 1"",1],[""Ending 1"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,17,Perc. Organ 2,1,"[[""ACC2"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,18,BX3 Jazz Pc. V.,1,"[[""ACC2"",2]]","[[""Ending 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,14,24,Nylon Gtr RX1,1,"[[""ACC1"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,12,24,Nylon Slide Pro,1,"[[""ACC1"",2]]","[[""Intro 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,13,50,Synth Strings1GM,1,"[[""ACC5"",2]]","[[""Intro 1"",1],[""Ending 1"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,48,Arabic Strings,1,"[[""ACC5"",2]]","[[""Fill 2"",1],[""Ending 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,34,61,Glen & Friends,1,"[[""ACC3"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,33,Finger Bass 2,1,"[[""BASS"",2]]","[[""Variation 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,37,Dyna Slap Bass,1,"[[""BASS"",2]]","[[""Fill 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,5,FM Pad E.P.,1,"[[""ACC1"",2]]","[[""Variation 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,8,48,Stereo Strings,1,"[[""ACC3"",2]]","[[""Variation 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,89,Analog Pad 1,1,"[[""ACC3"",2]]","[[""Variation 4"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,4,Bell E. Piano 1,1,"[[""ACC5"",2]]","[[""Ending 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,34,Stein Bass,1,"[[""BASS"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,18,16,BX3 Rock 1 V.,1,"[[""ACC4"",2]]","[[""Variation 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,11,Vibraphone 1 GM,1,"[[""ACC2"",2]]","[[""Fill 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,13,16,Jazz Organ,1,"[[""ACC3"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,27,Single Coil Pro,1,"[[""ACC2"",2]]","[[""Intro 2"",1],[""Ending 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,61,Tight Brass 2,1,"[[""ACC3"",2]]","[[""Variation 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,29,61,Sax & Brass,1,"[[""ACC3"",2]]","[[""Variation 4"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,21,Steirisch.Akk.1,1,"[[""ACC1"",2]]","[[""Intro 2"",1],[""Ending 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,91,Fresh Air 1,1,"[[""ACC5"",2]]","[[""Variation 4"",1],[""Break"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,25,Mandolin Trem.,1,"[[""ACC5"",2]]","[[""Intro 2"",1],[""Ending 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,7,48,Strings & Horns,1,"[[""ACC1"",2]]","[[""Ending 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,60,French Section,1,"[[""ACC2"",2]]","[[""Fill 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,14,13,Xylophone GM,1,"[[""ACC2"",2]]","[[""Ending 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,48,Orchestra Tutti1,1,"[[""ACC2"",2]]","[[""Ending 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,70,Bassoon GM,1,"[[""ACC3"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,45,Pizzicato Str.GM,1,"[[""ACC3"",2]]","[[""Ending 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,16,Drawbars Fast V.,1,"[[""ACC4"",2]]","[[""Fill 1"",1],[""Fill 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,18,18,Killer B,1,"[[""ACC4"",2]]","[[""Ending 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,7,34,Bass&Gtr Double,1,"[[""BASS"",2]]","[[""Intro 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,4,EP1 Veloc.sw,1,"[[""ACC1"",2]]","[[""Variation 4"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,4,EP1 Veloc.sw,1,"[[""ACC1"",2]]","[[""Ending 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,83,2,Grand&FM Stack,1,"[[""ACC1"",2]]","[[""Ending 1"",2]]","{""cc:32"":1,""cc:97"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,31,27,Real El.Gtr ST2,2,"[[""ACC2"",2]]","[[""Intro 1"",1],[""Intro 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,19,4,Detuned EP 1,1,"[[""ACC1"",2]]","[[""Variation 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,16,24,Real Nylon Gtr,1,"[[""ACC2"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,17,24,RealNylon Gtr ST,1,"[[""ACC2"",2]]","[[""Intro 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,32,24,Real Nylon Gtr,1,"[[""ACC2"",50]]","[[""Ending 2"",50]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,30,25,Real Folk Gtr,1,"[[""ACC4"",2]]","[[""Variation 4"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,32,25,RealFolk Gtr ST2,1,"[[""ACC4"",2]]","[[""Intro 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,52,Take Voices 2,1,"[[""ACC1"",2]]","[[""Intro 1"",1],[""Fill 1"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,67,Baritone Sax 2,1,"[[""ACC4"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,13,5,FM Stack E.P.,1,"[[""ACC1"",2]]","[[""Variation 4"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,5,White Pad EP,1,"[[""ACC1"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,18,5,FM Pad E.P.,1,"[[""ACC1"",2]]","[[""Ending 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,53,Humming,1,"[[""ACC4"",2]]","[[""Variation 4"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,7,Pulse Clav,1,"[[""ACC2"",2]]","[[""Variation 4"",1],[""Break"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,7,Clav Snap,1,"[[""ACC2"",2]]","[[""Intro 1"",1],[""Ending 1"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,9,4,Tine E.Piano RX,1,"[[""ACC1"",2]]","[[""Intro 1"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,4,Thin E. Piano,1,"[[""ACC1"",2]]","[[""Intro 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,48,Symphonic Bows,1,"[[""ACC4"",2]]","[[""Fill 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,81,Power Saw,1,"[[""ACC4"",2]]","[[""Intro 1"",1],[""Ending 1"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,81,Octo Lead,1,"[[""ACC4"",2]]","[[""Break"",1],[""Ending 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,89,Dark Pad,1,"[[""ACC5"",2]]","[[""Variation 4"",1],[""Ending 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,33,Finger E.Bass1,1,"[[""BASS"",2]]","[[""Intro 3"",1],[""Fill 2"",1]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,34,,,1,"[[""ACC2"",2]]","[[""Variation 2"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,13,61,Trpts &Trombs,1,"[[""ACC2"",2]]","[[""Variation 3"",2]]","{""cc:32"":2}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,7,50,Analog Strings 1,1,"[[""ACC2"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,23,61,Trpts & Brass,1,"[[""ACC4"",1]]","[[""Intro 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,23,4,Tine E.Piano RX,1,"[[""ACC5"",1]]","[[""Variation 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,61,Trpts & Brass,1,"[[""ACC5"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,23,61,Sax & Brass,1,"[[""ACC5"",1]]","[[""Fill 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,61,Sforzato Brass,1,"[[""ACC5"",1]]","[[""Ending 3"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,28,Clean Funk,1,"[[""ACC2"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,2,90's Piano,1,"[[""ACC1"",1]]","[[""Variation 3"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,4,Vintage EP,1,"[[""ACC1"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,4,Pro Stage EP,1,"[[""ACC1"",1]]","[[""Intro 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,4,Pro Dyno EP,1,"[[""ACC1"",1]]","[[""Intro 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,4,Vintage EP,1,"[[""ACC1"",1]]","[[""Fill 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,2,90's Piano,1,"[[""ACC1"",1]]","[[""Ending 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,4,Pro Stage EP,1,"[[""ACC1"",1]]","[[""Ending 3"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,4,Pro Dyno EP,1,"[[""ACC1"",1]]","[[""Ending 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,0,Rock Piano,1,"[[""ACC1"",1]]","[[""Variation 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,2,M1 Piano,1,"[[""ACC1"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,1,Bright PianoWide,1,"[[""ACC1"",1]]","[[""Intro 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,12,28,Clean Funk RX2,1,"[[""ACC2"",1]]","[[""Variation 3"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,27,Funky Wah RX,1,"[[""ACC2"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,29,Guitar Pinch,1,"[[""ACC1"",1]]","[[""Break"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,30,Power Chords,1,"[[""ACC1"",1]]","[[""Ending 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,15,Dulcimer GM,1,"[[""ACC1"",1]]","[[""Variation 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,90,Sky Watcher,1,"[[""ACC1"",1]]","[[""Variation 4"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,81,Lead Saw 2,1,"[[""ACC3"",1]]","[[""Variation 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,102,Echo Pan,1,"[[""ACC3"",1]]","[[""Variation 3"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,106,Shamisen GM,1,"[[""ACC5"",1]]","[[""Ending 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,13,24,Nylon Guitar 2,1,"[[""ACC2"",1]]","[[""Ending 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,64,Sweet Soprano 2,1,"[[""ACC5"",1]]","[[""Fill 2"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,5,Hybrid EP,1,"[[""ACC1"",1]]","[[""Break"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,27,Single Coil,1,"[[""ACC5"",1]]","[[""Ending 1"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,27,Club Jazz Gtr 1,1,"[[""ACC5"",1]]","[[""Ending 3"",1]]","{""cc:32"":1}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
