msb,lsb,program,sound,styles,roles,elements,counts,cc_thresholds,pitchbend,aftertouch,nrpn,rpn
120,0,35,Jazz Kit RX3,5,"[[""DRUM"",13313]]","[[""Intro 1"",2369],[""Variation 4"",2350],[""Variation 3"",1916],[""Ending 1"",1837],[""Variation 2"",1506],[""Variation 1"",942],[""Ending 2"",867],[""Intro 2"",628],[""Ending 3"",275],[""Break"",197],[""Fill 2"",196],[""Fill 1"",152],[""Intro 3"",78]]","{""cc:11"":64,""cc:7"":64,""cc:0"":64,""cc:32"":64,""cc:22"":39}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,2,Chorus Piano,5,"[[""ACC1"",3542]]","[[""Intro 1"",958],[""Ending 1"",909],[""Variation 4"",289],[""Variation 3"",260],[""Variation 2"",215],[""Intro 2"",190],[""Ending 2"",181],[""Variation 1"",152],[""Break"",124],[""Fill 1"",98],[""Fill 2"",80],[""Ending 3"",65],[""Intro 3"",21]]","{""cc:11"":48,""cc:7"":48,""cc:0"":48,""cc:32"":47,""cc:22"":32,""cc:64"":57,""cc:8"":2,""cc:67"":2,""cc:100"":1,""cc:103"":1,""cc:5"":1,""cc:66"":1}","{""64"":{""n"":57,""ge64"":28,""zero"":29,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
0,32,0,AcousticPiano GM,2,"[[""ACC5"",369],[""ACC4"",180]]","[[""Variation 2"",369],[""Ending 1"",180]]","{""cc:32"":5,""cc:1"":194,""pb"":37,""cc:8"":4,""cc:67"":8,""cc:11"":2,""cc:114"":2,""cc:116"":6,""cc:110"":6,""cc:6"":2,""cc:66"":2,""cc:115"":2,""cc:100"":2,""cc:121"":2,""cc:0"":2,""cc:19"":2,""cc:111"":2,""cc:80"":2,""cc:71"":2,""cc:7"":2,""cc:22"":1}","{""1"":{""n"":194,""ge64"":63,""zero"":15,""max"":127},""80"":{""n"":2,""ge64"":2,""zero"":0,""max"":105}}","{""n"":37,""nonzero"":35,""positive"":0,""negative"":35,""zero"":2,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8166.4,""p10"":-7926.4,""p25"":-6176.0,""p50"":-3056.0,""p75"":-1232.0,""p90"":-211.2,""p95"":-76.8,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,45,Pizz. Ensemble,5,"[[""ACC1"",2782],[""PERC"",775],[""ACC3"",615],[""ACC4"",536]]","[[""Variation 3"",958],[""Intro 1"",913],[""Ending 1"",687],[""Variation 4"",526],[""Variation 2"",406],[""Variation 1"",272],[""Ending 2"",253],[""Intro 2"",179],[""Fill 2"",154],[""Fill 1"",142],[""Ending 3"",141],[""Break"",68],[""Intro 3"",9]]","{""cc:11"":60,""cc:7"":60,""cc:0"":60,""cc:32"":57,""cc:22"":43,""cc:64"":6}","{""64"":{""n"":6,""ge64"":3,""zero"":3,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,39,Jungle Rez,4,"[[""BASS"",1083],[""ACC2"",754],[""ACC1"",19]]","[[""Intro 1"",597],[""Ending 1"",512],[""Variation 4"",166],[""Variation 3"",122],[""Ending 2"",117],[""Ending 3"",73],[""Fill 2"",67],[""Variation 2"",62],[""Variation 1"",50],[""Break"",33],[""Intro 3"",31],[""Fill 1"",20],[""Intro 2"",6]]","{""cc:11"":36,""cc:7"":36,""cc:0"":36,""cc:32"":35,""cc:22"":27,""pb"":110,""cc:1"":4}","{""1"":{""n"":4,""ge64"":0,""zero"":2,""max"":8}}","{""n"":110,""nonzero"":99,""positive"":43,""negative"":56,""zero"":11,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8170.94,""p05"":-7263.15,""p10"":-6488.0,""p25"":-2938.75,""p50"":-60.0,""p75"":3793.75,""p90"":6984.6,""p95"":7633.65,""p99"":8187.22,""max"":8191.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,17,28,Clean Guitar RX4,4,"[[""ACC2"",3309],[""ACC3"",3270],[""ACC4"",2894]]","[[""Variation 4"",1988],[""Variation 3"",1847],[""Ending 1"",1191],[""Variation 2"",1066],[""Intro 2"",737],[""Intro 1"",663],[""Variation 1"",548],[""Ending 2"",391],[""Ending 3"",320],[""Fill 2"",285],[""Fill 1"",216],[""Break"",212],[""Intro 3"",9]]","{""cc:11"":60,""cc:7"":60,""cc:0"":60,""cc:32"":56,""cc:22"":40,""pb"":6}",{},"{""n"":6,""nonzero"":3,""positive"":3,""negative"":0,""zero"":3,""max_abs"":8064,""summary"":{""min"":0.0,""p01"":0.0,""p05"":0.0,""p10"":0.0,""p25"":0.0,""p50"":4032.0,""p75"":8064.0,""p90"":8064.0,""p95"":8064.0,""p99"":8064.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,,,101,"[[""ACC5"",68],[""ACC2"",60],[""ACC4"",47],[""ACC3"",46],[""BASS"",40],[""ACC1"",17]]","[[""Variation 1"",98],[""Variation 3"",54],[""Intro 1"",47],[""Variation 2"",39],[""Variation 4"",30],[""Ending 1"",9],[""Fill 2"",1]]","{""cc:32"":278}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,34,Picked Bass RX,4,"[[""BASS"",2418]]","[[""Variation 4"",461],[""Variation 3"",449],[""Ending 1"",409],[""Variation 2"",312],[""Intro 1"",179],[""Variation 1"",148],[""Ending 2"",147],[""Fill 1"",74],[""Ending 3"",71],[""Fill 2"",67],[""Intro 2"",62],[""Break"",30],[""Intro 3"",9]]","{""cc:11"":51,""cc:7"":51,""cc:0"":51,""cc:32"":50,""pb"":42,""cc:22"":31}",{},"{""n"":42,""nonzero"":28,""positive"":3,""negative"":25,""zero"":14,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8192.0,""p10"":-8179.3,""p25"":-8064.0,""p50"":-4032.5,""p75"":0.0,""p90"":0.0,""p95"":120.65,""p99"":128.0,""max"":128.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,46,Harp GM,6,"[[""ACC2"",2551],[""ACC5"",1308],[""ACC1"",636],[""ACC3"",511]]","[[""Intro 1"",1317],[""Ending 1"",1299],[""Ending 2"",569],[""Variation 3"",492],[""Variation 1"",310],[""Variation 2"",281],[""Variation 4"",214],[""Intro 2"",208],[""Fill 1"",119],[""Ending 3"",75],[""Break"",59],[""Fill 2"",54],[""Intro 3"",9]]","{""cc:11"":47,""cc:7"":47,""cc:0"":47,""cc:32"":40,""cc:22"":49,""cc:64"":36}","{""64"":{""n"":36,""ge64"":18,""zero"":18,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,6,Standard Kit RX4,6,"[[""DRUM"",6210],[""PERC"",3606]]","[[""Intro 1"",2516],[""Variation 3"",2132],[""Variation 1"",1188],[""Variation 2"",1026],[""Variation 4"",997],[""Ending 1"",940],[""Fill 1"",352],[""Ending 2"",182],[""Intro 2"",144],[""Fill 2"",111],[""Break"",92],[""Ending 3"",85],[""Intro 3"",51]]","{""cc:11"":59,""cc:7"":59,""cc:0"":59,""cc:32"":59,""cc:22"":28}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,3,45,Double Strings,3,"[[""ACC3"",3438]]","[[""Intro 1"",591],[""Variation 3"",429],[""Ending 1"",381],[""Variation 4"",365],[""Ending 2"",348],[""Intro 2"",329],[""Variation 2"",250],[""Fill 2"",225],[""Ending 3"",218],[""Variation 1"",190],[""Fill 1"",98],[""Intro 3"",7],[""Break"",7]]","{""cc:11"":57,""cc:7"":57,""cc:0"":57,""cc:32"":57,""cc:22"":26,""pb"":10}",{},"{""n"":10,""nonzero"":6,""positive"":0,""negative"":6,""zero"":4,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8192.0,""p10"":-8192.0,""p25"":-4096.0,""p50"":-4096.0,""p75"":0.0,""p90"":0.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,2,49,Full Strings,6,"[[""ACC5"",1507],[""ACC4"",226]]","[[""Intro 1"",363],[""Ending 1"",315],[""Variation 3"",255],[""Variation 4"",196],[""Variation 2"",176],[""Fill 1"",79],[""Fill 2"",71],[""Intro 2"",69],[""Variation 1"",58],[""Ending 2"",52],[""Break"",50],[""Ending 3"",41],[""Intro 3"",8]]","{""cc:11"":59,""cc:7"":59,""cc:0"":59,""cc:32"":51,""cc:22"":29,""pb"":4}",{},"{""n"":4,""nonzero"":2,""positive"":2,""negative"":0,""zero"":2,""max_abs"":8064,""summary"":{""min"":0.0,""p01"":0.0,""p05"":0.0,""p10"":0.0,""p25"":0.0,""p50"":4032.0,""p75"":8064.0,""p90"":8064.0,""p95"":8064.0,""p99"":8064.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,28,House Kit 3,7,"[[""PERC"",8356],[""DRUM"",2670]]","[[""Ending 1"",2929],[""Intro 1"",2320],[""Variation 4"",1230],[""Variation 2"",1000],[""Ending 2"",975],[""Intro 2"",696],[""Variation 3"",478],[""Variation 1"",394],[""Fill 2"",360],[""Fill 1"",228],[""Ending 3"",209],[""Break"",141],[""Intro 3"",66]]","{""cc:11"":57,""cc:7"":57,""cc:0"":57,""cc:32"":57,""cc:22"":32}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,117,Arabian Kit 2,2,"[[""PERC"",7650],[""DRUM"",4654]]","[[""Variation 4"",2802],[""Variation 3"",2030],[""Ending 1"",1966],[""Variation 2"",1938],[""Ending 2"",811],[""Variation 1"",646],[""Ending 3"",539],[""Intro 1"",510],[""Fill 2"",482],[""Intro 2"",166],[""Fill 1"",154],[""Break"",151],[""Intro 3"",109]]","{""cc:11"":55,""cc:7"":55,""cc:0"":55,""cc:32"":55,""cc:22"":38}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,0,Classic Piano,4,"[[""ACC2"",1854],[""ACC1"",1718]]","[[""Intro 1"",1087],[""Ending 1"",821],[""Variation 3"",269],[""Variation 4"",265],[""Variation 2"",236],[""Intro 2"",224],[""Variation 1"",158],[""Ending 2"",140],[""Fill 1"",116],[""Ending 3"",107],[""Intro 3"",78],[""Fill 2"",48],[""Break"",23]]","{""cc:11"":31,""cc:7"":31,""cc:0"":31,""cc:32"":29,""cc:64"":79,""cc:22"":37,""cc:8"":2,""cc:67"":2,""cc:100"":2,""cc:103"":1,""cc:6"":1,""cc:66"":1,""cc:115"":1,""cc:110"":2,""cc:121"":1,""cc:4"":1,""cc:19"":1,""cc:97"":1,""cc:105"":1,""cc:80"":1}","{""64"":{""n"":79,""ge64"":38,""zero"":41,""max"":127},""80"":{""n"":1,""ge64"":1,""zero"":0,""max"":105}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,9,52,Oh-Ah Voices,5,"[[""ACC5"",2305],[""ACC2"",636],[""ACC3"",11]]","[[""Variation 4"",800],[""Variation 3"",458],[""Variation 2"",350],[""Ending 1"",349],[""Intro 1"",323],[""Variation 1"",196],[""Fill 2"",164],[""Intro 2"",90],[""Fill 1"",63],[""Ending 2"",63],[""Ending 3"",55],[""Break"",30],[""Intro 3"",11]]","{""cc:11"":49,""cc:7"":49,""cc:0"":49,""cc:32"":45,""cc:22"":62}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,0,66,Tenor Sax GM,1,"[[""ACC4"",1272]]","[[""Variation 3"",595],[""Intro 1"",277],[""Variation 2"",240],[""Fill 2"",78],[""Intro 2"",64],[""Variation 4"",6],[""Intro 3"",2],[""Fill 1"",2],[""Break"",2],[""Ending 1"",2],[""Ending 2"",2],[""Ending 3"",2]]","{""cc:11"":7,""cc:7"":7,""cc:0"":7,""cc:32"":5,""pb"":211,""cc:22"":13}",{},"{""n"":211,""nonzero"":199,""positive"":0,""negative"":199,""zero"":12,""max_abs"":4974,""summary"":{""min"":-4974.0,""p01"":-4974.0,""p05"":-4974.0,""p10"":-4888.0,""p25"":-4588.0,""p50"":-2916.0,""p75"":-1908.0,""p90"":-428.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,90,Tecno Phonic,3,"[[""ACC2"",1138],[""PERC"",879]]","[[""Ending 1"",486],[""Intro 1"",329],[""Variation 3"",320],[""Variation 4"",251],[""Ending 2"",107],[""Variation 1"",100],[""Variation 2"",90],[""Intro 2"",77],[""Ending 3"",75],[""Fill 2"",72],[""Fill 1"",58],[""Break"",44],[""Intro 3"",8]]","{""cc:11"":43,""cc:7"":43,""cc:0"":43,""cc:32"":43,""cc:22"":43,""cc:64"":32}","{""64"":{""n"":32,""ge64"":0,""zero"":32,""max"":0}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,60,Horns & Ensemble,4,"[[""ACC3"",1607],[""ACC4"",348]]","[[""Intro 1"",535],[""Variation 4"",312],[""Ending 1"",265],[""Variation 3"",236],[""Variation 1"",120],[""Ending 3"",115],[""Variation 2"",108],[""Ending 2"",101],[""Fill 2"",63],[""Fill 1"",61],[""Break"",29],[""Intro 2"",5],[""Intro 3"",5]]","{""cc:11"":42,""cc:7"":42,""cc:0"":42,""cc:32"":42,""cc:22"":37,""pb"":42}",{},"{""n"":42,""nonzero"":37,""positive"":8,""negative"":29,""zero"":5,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-6912.0,""p10"":-5376.0,""p25"":-3072.0,""p50"":-1536.0,""p75"":0.0,""p90"":1159.0,""p95"":2883.0,""p99"":6516.0,""max"":6516.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,16,28,Clean Guitar RX3,7,"[[""ACC2"",2546],[""ACC4"",1312],[""ACC3"",1262],[""ACC1"",811]]","[[""Variation 3"",1892],[""Variation 4"",830],[""Variation 2"",829],[""Variation 1"",694],[""Ending 1"",508],[""Intro 1"",289],[""Fill 2"",209],[""Fill 1"",208],[""Ending 2"",200],[""Ending 3"",155],[""Intro 2"",81],[""Break"",28],[""Intro 3"",8]]","{""cc:22"":55,""cc:11"":45,""cc:7"":45,""cc:0"":45,""cc:32"":37,""pb"":18}",{},"{""n"":18,""nonzero"":9,""positive"":9,""negative"":0,""zero"":9,""max_abs"":8064,""summary"":{""min"":0.0,""p01"":0.0,""p05"":0.0,""p10"":0.0,""p25"":0.0,""p50"":4032.0,""p75"":8064.0,""p90"":8064.0,""p95"":8064.0,""p99"":8064.0,""max"":8064.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,50,Bdrum&Sdrum Kit,4,"[[""PERC"",4163],[""DRUM"",719]]","[[""Ending 1"",1364],[""Intro 1"",766],[""Variation 4"",672],[""Ending 2"",572],[""Variation 3"",312],[""Variation 2"",284],[""Ending 3"",279],[""Fill 2"",185],[""Variation 1"",142],[""Intro 2"",111],[""Fill 1"",95],[""Break"",55],[""Intro 3"",45]]","{""cc:11"":54,""cc:7"":54,""cc:0"":54,""cc:32"":54,""cc:22"":28}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,11,65,Cool Sax Ens.,3,"[[""ACC3"",2327],[""ACC4"",435]]","[[""Variation 3"",822],[""Variation 4"",534],[""Intro 1"",374],[""Variation 2"",204],[""Ending 1"",203],[""Variation 1"",144],[""Fill 1"",137],[""Ending 3"",112],[""Intro 2"",80],[""Ending 2"",74],[""Fill 2"",57],[""Break"",16],[""Intro 3"",5]]","{""cc:11"":36,""cc:7"":36,""cc:0"":36,""pb"":9,""cc:32"":30,""cc:22"":26,""cc:1"":71}","{""1"":{""n"":71,""ge64"":30,""zero"":3,""max"":124}}","{""n"":9,""nonzero"":6,""positive"":0,""negative"":6,""zero"":3,""max_abs"":4096,""summary"":{""min"":-4096.0,""p01"":-4096.0,""p05"":-4096.0,""p10"":-4096.0,""p25"":-4096.0,""p50"":-2176.0,""p75"":0.0,""p90"":0.0,""p95"":0.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,6,,,85,"[[""BASS"",127],[""ACC4"",41],[""ACC5"",26],[""ACC3"",26],[""ACC2"",16],[""ACC1"",7]]","[[""Variation 1"",120],[""Intro 1"",53],[""Variation 2"",27],[""Variation 3"",26],[""Variation 4"",13],[""Ending 1"",4]]","{""cc:32"":243}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,25,Mandolin Key Off,3,"[[""ACC4"",7244],[""ACC2"",3050]]","[[""Ending 1"",2696],[""Variation 4"",1344],[""Intro 1"",1156],[""Variation 3"",1080],[""Ending 2"",980],[""Intro 2"",631],[""Ending 3"",602],[""Variation 2"",580],[""Variation 1"",516],[""Fill 2"",380],[""Fill 1"",208],[""Break"",73],[""Intro 3"",48]]","{""cc:11"":56,""cc:7"":56,""cc:0"":56,""cc:32"":56,""cc:22"":12}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,18,21,French Musette,3,"[[""ACC4"",4188],[""ACC3"",685]]","[[""Variation 4"",954],[""Variation 3"",768],[""Intro 1"",733],[""Variation 2"",688],[""Ending 1"",493],[""Variation 1"",426],[""Intro 2"",241],[""Ending 2"",175],[""Fill 2"",136],[""Fill 1"",113],[""Ending 3"",75],[""Break"",62],[""Intro 3"",9]]","{""cc:11"":47,""cc:7"":47,""cc:0"":47,""cc:32"":47,""cc:22"":47}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,7,61,Trpts & Brass,4,"[[""ACC4"",2379],[""ACC2"",44],[""ACC5"",15]]","[[""Variation 4"",627],[""Intro 1"",388],[""Variation 3"",384],[""Variation 2"",348],[""Ending 1"",275],[""Intro 2"",117],[""Fill 2"",79],[""Ending 2"",71],[""Variation 1"",48],[""Ending 3"",41],[""Fill 1"",29],[""Break"",28],[""Intro 3"",3]]","{""cc:11"":28,""cc:7"":28,""cc:0"":28,""cc:32"":24,""cc:22"":16,""cc:1"":6,""pb"":102}","{""1"":{""n"":6,""ge64"":0,""zero"":2,""max"":16}}","{""n"":102,""nonzero"":92,""positive"":2,""negative"":90,""zero"":10,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-8051.25,""p10"":-7539.2,""p25"":-5440.0,""p50"":-3392.5,""p75"":-832.0,""p90"":0.0,""p95"":0.0,""p99"":505.89,""max"":895.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,18,BX3 Rock 3 V.,4,"[[""ACC4"",2610],[""ACC5"",1109]]","[[""Variation 4"",1533],[""Ending 1"",829],[""Variation 3"",282],[""Ending 2"",232],[""Break"",202],[""Fill 2"",190],[""Intro 2"",172],[""Intro 1"",148],[""Ending 3"",75],[""Fill 1"",27],[""Variation 2"",20],[""Intro 3"",9]]","{""cc:11"":30,""cc:7"":30,""cc:0"":30,""cc:32"":27,""cc:22"":74,""cc:1"":14,""cc:8"":4,""cc:67"":4,""cc:100"":2,""cc:103"":2,""cc:6"":2,""cc:66"":2,""cc:115"":1,""cc:127"":1,""cc:110"":1,""cc:121"":1,""cc:5"":1,""cc:19"":1,""cc:51"":1,""cc:111"":1}","{""1"":{""n"":14,""ge64"":7,""zero"":7,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
120,0,32,Jazz Kit GM,3,"[[""DRUM"",3947]]","[[""Variation 4"",580],[""Variation 3"",564],[""Intro 1"",561],[""Ending 1"",473],[""Variation 2"",340],[""Variation 1"",296],[""Intro 2"",279],[""Ending 2"",196],[""Fill 2"",188],[""Fill 1"",172],[""Ending 3"",120],[""Intro 3"",92],[""Break"",86]]","{""cc:11"":51,""cc:7"":51,""cc:0"":51,""cc:32"":51,""cc:22"":25}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,15,28,Clean Guitar RX2,3,"[[""ACC1"",1931],[""ACC3"",585]]","[[""Ending 1"",540],[""Variation 2"",427],[""Intro 1"",381],[""Variation 4"",302],[""Variation 3"",216],[""Variation 1"",144],[""Ending 2"",142],[""Intro 2"",108],[""Fill 2"",95],[""Ending 3"",73],[""Break"",44],[""Fill 1"",36],[""Intro 3"",8]]","{""cc:11"":48,""cc:7"":48,""cc:0"":48,""cc:32"":47,""cc:22"":36}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,8,33,Chorus Fing.Bass,1,"[[""BASS"",1818]]","[[""Variation 4"",866],[""Variation 3"",180],[""Variation 2"",152],[""Intro 1"",119],[""Fill 1"",119],[""Ending 1"",119],[""Fill 2"",69],[""Variation 1"",68],[""Ending 3"",63],[""Ending 2"",28],[""Break"",18],[""Intro 2"",12],[""Intro 3"",5]]","{""cc:11"":20,""cc:7"":20,""cc:0"":20,""cc:32"":20,""cc:22"":33,""pb"":111}",{},"{""n"":111,""nonzero"":105,""positive"":0,""negative"":105,""zero"":6,""max_abs"":7808,""summary"":{""min"":-7808.0,""p01"":-7808.0,""p05"":-7425.0,""p10"":-7041.0,""p25"":-5814.0,""p50"":-3841.0,""p75"":-1793.0,""p90"":-384.0,""p95"":-64.0,""p99"":0.0,""max"":0.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,5,4,Pro Dyno EP,6,"[[""ACC1"",3465],[""ACC2"",711],[""ACC4"",114]]","[[""Variation 4"",1620],[""Ending 1"",535],[""Intro 1"",514],[""Variation 2"",476],[""Variation 3"",350],[""Fill 2"",193],[""Ending 3"",142],[""Fill 1"",139],[""Ending 2"",120],[""Variation 1"",108],[""Intro 2"",52],[""Break"",32],[""Intro 3"",9]]","{""cc:11"":37,""cc:7"":37,""cc:0"":37,""cc:22"":54,""cc:64"":19,""cc:8"":2,""cc:67"":2,""cc:100"":1,""cc:103"":1,""cc:6"":1,""cc:66"":1,""cc:32"":30}","{""64"":{""n"":19,""ge64"":6,""zero"":13,""max"":127}}","{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,,,83,"[[""ACC3"",64],[""BASS"",48],[""ACC1"",44],[""ACC5"",32],[""ACC4"",25],[""ACC2"",9]]","[[""Variation 1"",80],[""Intro 1"",47],[""Variation 2"",41],[""Variation 3"",33],[""Variation 4"",18],[""Ending 1"",3]]","{""cc:32"":222}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,10,56,Trumpet Pro 1,6,"[[""ACC5"",1310],[""ACC4"",830],[""ACC1"",366],[""ACC3"",202]]","[[""Intro 1"",1074],[""Ending 1"",964],[""Variation 4"",304],[""Intro 2"",143],[""Ending 2"",87],[""Variation 3"",44],[""Break"",27],[""Fill 2"",21],[""Ending 3"",16],[""Intro 3"",14],[""Fill 1"",14]]","{""cc:11"":29,""cc:7"":29,""cc:0"":29,""cc:32"":26,""cc:22"":89,""pb"":20}",{},"{""n"":20,""nonzero"":18,""positive"":2,""negative"":16,""zero"":2,""max_abs"":1325,""summary"":{""min"":-1325.0,""p01"":-1315.69,""p05"":-1278.45,""p10"":-1187.8,""p25"":-1006.5,""p50"":-319.5,""p75"":-86.75,""p90"":4.8,""p95"":50.45,""p99"":87.69,""max"":97.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,8,90,Noisy Stabb,2,"[[""ACC3"",756]]","[[""Variation 3"",274],[""Intro 2"",132],[""Variation 4"",102],[""Ending 2"",52],[""Variation 2"",50],[""Variation 1"",46],[""Fill 1"",36],[""Fill 2"",36],[""Ending 3"",16],[""Break"",6],[""Intro 1"",4],[""Intro 3"",1],[""Ending 1"",1]]","{""pb"":176,""cc:11"":11,""cc:7"":11,""cc:0"":11,""cc:32"":10,""cc:22"":3}",{},"{""n"":176,""nonzero"":168,""positive"":1,""negative"":167,""zero"":8,""max_abs"":8192,""summary"":{""min"":-8192.0,""p01"":-8192.0,""p05"":-7925.0,""p10"":-7447.0,""p25"":-5958.0,""p50"":-4032.5,""p75"":-2234.0,""p90"":-745.0,""p95"":-558.75,""p99"":0.0,""max"":23.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,1,93,Cosmic,1,"[[""ACC2"",394]]","[[""Variation 4"",132],[""Intro 1"",87],[""Ending 1"",87],[""Ending 2"",28],[""Fill 2"",23],[""Variation 3"",12],[""Intro 2"",5],[""Intro 3"",5],[""Fill 1"",5],[""Break"",5],[""Ending 3"",5]]","{""cc:11"":10,""cc:7"":10,""cc:0"":10,""cc:32"":10,""pb"":144,""cc:22"":38}",{},"{""n"":144,""nonzero"":142,""positive"":142,""negative"":0,""zero"":2,""max_abs"":4219,""summary"":{""min"":0.0,""p01"":110.08,""p05"":415.5,""p10"":686.0,""p25"":1308.25,""p50"":2669.5,""p75"":3512.5,""p90"":4080.0,""p95"":4147.6,""p99"":4209.11,""max"":4219.0}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
121,4,28,R&R Guitar,3,"[[""ACC3"",7378]]","[[""Variation 4"",3000],[""Variation 3"",1184],[""Intro 1"",634],[""Ending 1"",634],[""Variation 2"",570],[""Ending 2"",394],[""Variation 1"",324],[""Fill 2"",233],[""Fill 1"",148],[""Ending 3"",112],[""Intro 2"",93],[""Break"",44],[""Intro 3"",8]]","{""cc:11"":43,""cc:7"":43,""cc:0"":43,""cc:32"":39,""cc:22"":52}",{},"{""n"":0,""nonzero"":0,""positive"":0,""negative"":0,""zero"":0,""max_abs"":0,""summary"":{}}","{""n"":0,""ge90"":0,""summary"":{}}",[],[]
